commodity,variety,source_district,destination_district,buying_price,selling_price,distance_km,transport_cost,gross_margin,expected_margin,route_rank
Garlic,Average,Ariyalur,Thiruvananthapuram,10800.00,110040.00,467.66,1636.81,99240.00,97603.19,29
Garlic,Average,Pali,Thiruvananthapuram,3900.00,110040.00,2446.54,8562.89,106140.00,97577.11,30
Garlic,Average,"Garhwal (Pauri)",Thiruvananthapuram,2100.00,110040.00,3026.83,10593.91,107940.00,97346.10,31
Garlic,Average,Bahraich,Thiruvananthapuram,3210.00,110040.00,2720.06,9520.21,106830.00,97309.79,32
Garlic,Average,Jhunjhunu,Thiruvananthapuram,5000.00,110040.00,2237.48,7831.18,105040.00,97208.82,33
Garlic,Average,Indore,Thiruvananthapuram,5900.00,110040.00,1980.35,6931.23,104140.00,97208.78,34
Garlic,Average,Tonk,Thiruvananthapuram,4250.00,110040.00,2458.01,8603.04,105790.00,97186.97,35
Garlic,Average,Etawah,Thiruvananthapuram,3985.00,110040.00,2554.01,8939.04,106055.00,97115.97,36
Garlic,Average,Araria,Thiruvananthapuram,3100.00,110040.00,2814.69,9851.42,106940.00,97088.59,37
Garlic,Average,Ghazipur,Thiruvananthapuram,4100.00,110040.00,2529.91,8854.69,105940.00,97085.32,38
Garlic,Average,Sagar,Thiruvananthapuram,5485.00,110040.00,2144.04,7504.14,104555.00,97050.86,39
Garlic,Average,Fatehpur,Thiruvananthapuram,3750.00,110040.00,2653.74,9288.09,106290.00,97001.91,40
Garlic,Average,Malappuram,Thiruvananthapuram,11750.00,110040.00,371.30,1299.55,98290.00,96990.45,41
Garlic,Average,Hapur,Thiruvananthapuram,3220.00,110040.00,2812.55,9843.93,106820.00,96976.08,42
Garlic,Average,Dehradoon,Thiruvananthapuram,2500.00,110040.00,3034.70,10621.45,107540.00,96918.55,43
Garlic,Average,Ambala,Thiruvananthapuram,2500.00,110040.00,3037.08,10629.78,107540.00,96910.22,44
Garlic,Average,Chhindwara,Thiruvananthapuram,6475.00,110040.00,1902.06,6657.21,103565.00,96907.79,45
Garlic,Average,Ujjain,Thiruvananthapuram,6000.00,110040.00,2044.89,7157.12,104040.00,96882.89,46
Garlic,Average,Bharuch,Thiruvananthapuram,6500.00,110040.00,1907.43,6676.01,103540.00,96864.00,47
Garlic,Average,Sanchore,Thiruvananthapuram,5000.00,110040.00,2359.46,8258.11,105040.00,96781.89,48
Garlic,Average,"Khiri (Lakhimpur)",Thiruvananthapuram,3650.00,110040.00,2748.35,9619.23,106390.00,96770.78,49
Garlic,Average,Thirupur,Thiruvananthapuram,12000.00,110040.00,362.98,1270.43,98040.00,96769.57,50
Garlic,China,Rajgarh,Srinagar,1700.00,17250.00,1419.09,4966.82,15550.00,10583.19,1
Garlic,China,Jhabua,Srinagar,2000.00,17250.00,1572.21,5502.74,15250.00,9747.27,2
Garlic,China,Indore,Srinagar,3595.00,17250.00,1584.35,5545.23,13655.00,8109.78,3
Garlic,China,Ujjain,Srinagar,4280.00,17250.00,1519.81,5319.34,12970.00,7650.67,4
Garlic,China,Rajouri,Srinagar,10000.00,17250.00,126.03,441.11,7250.00,6808.90,5
Garlic,China,Bhopal,Srinagar,5200.00,17250.00,1537.04,5379.64,12050.00,6670.36,6
Garlic,China,Jhabua,Bharuch,2000.00,9500.00,256.86,899.01,7500.00,6600.99,7
Garlic,China,Neemuch,Srinagar,6002.00,17250.00,1337.14,4679.99,11248.00,6568.01,8
Garlic,China,Mandsaur,Srinagar,6160.50,17250.00,1391.71,4870.99,11089.50,6218.52,9
Garlic,China,Rajgarh,Bharuch,1700.00,9500.00,578.48,2024.68,7800.00,5775.32,10
Garlic,China,Ratlam,Srinagar,6450.00,17250.00,1494.46,5230.61,10800.00,5569.39,11
Garlic,China,Shajapur,Srinagar,6500.00,17250.00,1492.55,5223.93,10750.00,5526.08,12
Garlic,China,Indore,Bharuch,3595.00,9500.00,398.49,1394.72,5905.00,4510.29,13
Garlic,China,Rajgarh,Shajapur,1700.00,6500.00,100.03,350.11,4800.00,4449.90,14
Garlic,China,Jhabua,Ratlam,2000.00,6450.00,96.05,336.18,4450.00,4113.83,15
Garlic,China,Rajgarh,Ratlam,1700.00,6450.00,234.99,822.47,4750.00,3927.54,16
Garlic,China,Ujjain,Bharuch,4280.00,9500.00,416.18,1456.63,5220.00,3763.37,17
Garlic,China,Rajgarh,Mandsaur,1700.00,6160.50,210.88,738.08,4460.50,3722.42,18
Garlic,China,Rajgarh,Rajouri,1700.00,10000.00,1314.16,4599.56,8300.00,3700.44,19
Garlic,China,Jhabua,Shajapur,2000.00,6500.00,233.03,815.61,4500.00,3684.40,20
Garlic,China,Jhabua,Mandsaur,2000.00,6160.50,190.38,666.33,4160.50,3494.17,21
Garlic,China,Rajgarh,Neemuch,1700.00,6002.00,245.13,857.96,4302.00,3444.05,22
Garlic,China,Jhabua,Neemuch,2000.00,6002.00,237.23,830.31,4002.00,3171.70,23
Garlic,China,Rajgarh,Bhopal,1700.00,5200.00,135.51,474.29,3500.00,3025.72,24
Garlic,China,Jhabua,Rajouri,2000.00,10000.00,1455.49,5094.22,8000.00,2905.79,25
Garlic,China,Indore,Shajapur,3595.00,6500.00,110.53,386.86,2905.00,2518.15,26
Garlic,China,Indore,Ratlam,3595.00,6450.00,135.88,475.58,2855.00,2379.42,27
Garlic,China,Bhopal,Bharuch,5200.00,9500.00,609.34,2132.69,4300.00,2167.31,28
Garlic,China,Rajgarh,Ujjain,1700.00,4280.00,166.26,581.91,2580.00,1998.09,29
Garlic,China,Ujjain,Shajapur,4280.00,6500.00,70.89,248.12,2220.00,1971.89,30
Garlic,China,Jhabua,Bhopal,2000.00,5200.00,365.88,1280.58,3200.00,1919.42,31
Garlic,China,Neemuch,Bharuch,6002.00,9500.00,453.89,1588.62,3498.00,1909.39,32
Garlic,China,Mandsaur,Bharuch,6160.50,9500.00,425.50,1489.25,3339.50,1850.25,33
Garlic,China,Ratlam,Bharuch,6450.00,9500.00,349.18,1222.13,3050.00,1827.87,34
Garlic,China,Ujjain,Ratlam,4280.00,6450.00,98.03,343.11,2170.00,1826.90,35
Garlic,China,Indore,Mandsaur,3595.00,6160.50,213.60,747.60,2565.50,1817.90,36
Garlic,China,Jhabua,Ujjain,2000.00,4280.00,162.60,569.10,2280.00,1710.90,37
Garlic,China,Bharuch,Srinagar,9500.00,17250.00,1736.49,6077.72,7750.00,1672.29,38
Garlic,China,Indore,Neemuch,3595.00,6002.00,273.94,958.79,2407.00,1448.21,39
Garlic,China,Ujjain,Mandsaur,4280.00,6160.50,153.98,538.93,1880.50,1341.57,40
Garlic,China,Shajapur,Bharuch,6500.00,9500.00,487.06,1704.71,3000.00,1295.29,41
Garlic,China,Indore,Rajouri,3595.00,10000.00,1473.40,5156.90,6405.00,1248.10,42
Garlic,China,Rajgarh,Indore,1700.00,3595.00,210.21,735.74,1895.00,1159.27,43
Garlic,China,Jhabua,Indore,2000.00,3595.00,162.94,570.29,1595.00,1024.71,44
Garlic,China,Ujjain,Neemuch,4280.00,6002.00,213.63,747.71,1722.00,974.30,45
Garlic,China,Indore,Bhopal,3595.00,5200.00,210.86,738.01,1605.00,866.99,46
Garlic,China,Ujjain,Rajouri,4280.00,10000.00,1408.70,4930.45,5720.00,789.55,47
Garlic,China,Bhopal,Shajapur,5200.00,6500.00,145.91,510.69,1300.00,789.32,48
Garlic,China,Indore,Ujjain,3595.00,4280.00,64.75,226.63,685.00,458.38,49
Garlic,China,Khowai,Srinagar,8300.00,17250.00,2464.40,8625.40,8950.00,324.60,50
Garlic,Desi,Jhabua,Kachchh,1650.00,20000.00,604.43,2115.51,18350.00,16234.50,1
Garlic,Desi,Junagarh,Kachchh,4402.50,20000.00,298.86,1046.01,15597.50,14551.49,2
Garlic,Desi,Dhar,Kachchh,3375.00,20000.00,697.18,2440.13,16625.00,14184.87,3
Garlic,Desi,Jabalpur,Kachchh,2200.00,20000.00,1273.13,4455.96,17800.00,13344.05,4
Garlic,Desi,Sagar,Kachchh,2800.00,20000.00,1117.43,3911.01,17200.00,13289.00,5
Garlic,Desi,Ambala,Kachchh,2500.00,20000.00,1262.41,4418.44,17500.00,13081.57,6
Garlic,Desi,Chhindwara,Kachchh,3100.00,20000.00,1170.33,4096.16,16900.00,12803.85,7
Garlic,Desi,Harda,Kachchh,4000.00,20000.00,929.45,3253.08,16000.00,12746.93,8
Garlic,Desi,Neemuch,Kachchh,5170.00,20000.00,632.81,2214.84,14830.00,12615.17,9
Garlic,Desi,Agra,Kachchh,3550.00,20000.00,1124.43,3935.51,16450.00,12514.50,10
Garlic,Desi,Rajgarh,Kachchh,4800.00,20000.00,862.49,3018.72,15200.00,12181.29,11
Garlic,Desi,Ujjain,Kachchh,5250.50,20000.00,746.15,2611.53,14749.50,12137.98,12
Garlic,Desi,Baghpat,Kachchh,4000.00,20000.00,1168.84,4090.94,16000.00,11909.06,13
Garlic,Desi,Ambala,Nawanshahr,2500.00,14600.00,131.53,460.36,12100.00,11639.65,14
Garlic,Desi,Pillibhit,Kachchh,3450.00,20000.00,1410.84,4937.94,16550.00,11612.06,15
Garlic,Desi,"Jalaun (Orai)",Kachchh,4200.00,20000.00,1231.95,4311.83,15800.00,11488.18,16
Garlic,Desi,Indore,Kachchh,5835.00,20000.00,765.43,2679.01,14165.00,11486.00,17
Garlic,Desi,Ratlam,Kachchh,6500.00,20000.00,648.86,2271.01,13500.00,11228.99,18
Garlic,Desi,Madhubani,Kachchh,2500.00,20000.00,1839.08,6436.78,17500.00,11063.22,19
Garlic,Desi,Bilaspur,Kachchh,3686.50,20000.00,1574.20,5509.70,16313.50,10803.80,20
Garlic,Desi,Shajapur,Kachchh,6392.00,20000.00,805.88,2820.58,13608.00,10787.42,21
Garlic,Desi,Etah,Kachchh,4955.00,20000.00,1219.36,4267.76,15045.00,10777.24,22
Garlic,Desi,Raebarelli,Kachchh,4160.00,20000.00,1448.06,5068.21,15840.00,10771.79,23
Garlic,Desi,Jhabua,Mandsaur,1650.00,13000.00,190.38,666.33,11350.00,10683.67,24
Garlic,Desi,Bulandshahar,Kachchh,5200.00,20000.00,1188.83,4160.91,14800.00,10639.10,25
Garlic,Desi,Kanpur,Kachchh,4650.00,20000.00,1362.53,4768.86,15350.00,10581.15,26
Garlic,Desi,"Manendragarh Chirmiri Bhartpur",Kachchh,4000.00,20000.00,1565.25,5478.38,16000.00,10521.63,27
Garlic,Desi,Etawah,Kachchh,5300.00,20000.00,1220.74,4272.59,14700.00,10427.41,28
Garlic,Desi,Koria,Kachchh,4000.00,20000.00,1594.88,5582.08,16000.00,10417.92,29
Garlic,Desi,Prayagraj,Kachchh,4300.00,20000.00,1524.05,5334.18,15700.00,10365.83,30
Garlic,Desi,Mathura,Kachchh,5800.00,20000.00,1105.98,3870.93,14200.00,10329.07,31
Garlic,Desi,Bhopal,Kachchh,6600.00,20000.00,951.26,3329.41,13400.00,10070.59,32
Garlic,Desi,Kasganj,Kachchh,5700.00,20000.00,1233.74,4318.09,14300.00,9981.91,33
Garlic,Desi,Bahraich,Kachchh,4850.00,20000.00,1558.54,5454.89,15150.00,9695.11,34
Garlic,Desi,Maharajganj,Kachchh,3775.00,20000.00,1866.15,6531.53,16225.00,9693.48,35
Garlic,Desi,Jashpur,Kachchh,4000.00,20000.00,1812.91,6345.19,16000.00,9654.82,36
Garlic,Desi,Balrampur,Kachchh,4500.00,20000.00,1721.05,6023.68,15500.00,9476.33,37
Garlic,Desi,Baghpat,Nawanshahr,4000.00,14600.00,328.75,1150.63,10600.00,9449.38,38
Garlic,Desi,"Ropar (Rupnagar)",Kachchh,6000.00,20000.00,1304.01,4564.04,14000.00,9435.97,39
Garlic,Desi,Auraiya,Kachchh,6200.00,20000.00,1265.33,4428.66,13800.00,9371.35,40
Garlic,Desi,Kannuj,Kachchh,5950.00,20000.00,1337.53,4681.36,14050.00,9368.65,41
Garlic,Desi,Bijnor,Kachchh,6120.00,20000.00,1293.18,4526.13,13880.00,9353.87,42
Garlic,Desi,Pillibhit,Nawanshahr,3450.00,14600.00,559.56,1958.46,11150.00,9191.54,43
Garlic,Desi,Hoshangabad,Kachchh,7310.00,20000.00,999.96,3499.86,12690.00,9190.14,44
Garlic,Desi,Shahjahanpur,Kachchh,6015.00,20000.00,1378.55,4824.93,13985.00,9160.08,45
Garlic,Desi,Muktsar,Kachchh,7000.00,20000.00,1106.55,3872.93,13000.00,9127.08,46
Garlic,Desi,Agra,Nawanshahr,3550.00,14600.00,591.39,2069.87,11050.00,8980.14,47
Garlic,Desi,Unnao,Kachchh,6200.00,20000.00,1386.16,4851.56,13800.00,8948.44,48
Garlic,Desi,Dhar,Mandsaur,3375.00,13000.00,206.41,722.44,9625.00,8902.57,49
Garlic,Desi,Jhabua,Nawanshahr,1650.00,14600.00,1177.90,4122.65,12950.00,8827.35,50
Garlic,Garlic,Harda,Durg,2000.00,34000.00,564.79,1976.77,32000.00,30023.24,1
Garlic,Garlic,Jabalpur,Durg,2850.00,34000.00,324.98,1137.43,31150.00,30012.57,2
Garlic,Garlic,Satna,Durg,2500.00,34000.00,473.96,1658.86,31500.00,29841.14,3
Garlic,Garlic,Chhindwara,Durg,3200.00,34000.00,326.31,1142.09,30800.00,29657.92,4
Garlic,Garlic,Badwani,Durg,1450.00,34000.00,833.66,2917.81,32550.00,29632.19,5
Garlic,Garlic,Rayagada,Durg,3500.00,34000.00,395.09,1382.82,30500.00,29117.19,6
Garlic,Garlic,Dewas,Durg,2500.00,34000.00,717.05,2509.68,31500.00,28990.33,7
Garlic,Garlic,"Sant Kabir Nagar",Durg,2500.00,34000.00,807.40,2825.90,31500.00,28674.10,8
Garlic,Garlic,Mau(Maunathbhanjan),Durg,3050.00,34000.00,719.45,2518.08,30950.00,28431.93,9
Garlic,Garlic,Sagar,Durg,4000.00,34000.00,491.74,1721.09,30000.00,28278.91,10
Garlic,Garlic,Maharajganj,Durg,3700.00,34000.00,796.01,2786.04,30300.00,27513.97,11
Garlic,Garlic,Shivpuri,Durg,4010.00,34000.00,747.39,2615.87,29990.00,27374.14,12
Garlic,Garlic,Chhatarpur,Durg,4750.00,34000.00,559.11,1956.89,29250.00,27293.12,13
Garlic,Garlic,Chitrakut,Durg,4755.00,34000.00,560.75,1962.63,29245.00,27282.38,14
Garlic,Garlic,Dhar,Durg,4000.00,34000.00,796.55,2787.93,30000.00,27212.08,15
Garlic,Garlic,Gwalior,Durg,4000.00,34000.00,802.08,2807.28,30000.00,27192.72,16
Garlic,Garlic,"Khiri (Lakhimpur)",Durg,3555.00,34000.00,940.41,3291.44,30445.00,27153.57,17
Garlic,Garlic,Deoria,Durg,4050.00,34000.00,801.73,2806.06,29950.00,27143.95,18
Garlic,Garlic,Damoh,Durg,5400.00,34000.00,437.10,1529.85,28600.00,27070.15,19
Garlic,Garlic,Pillibhit,Durg,3320.00,34000.00,1049.63,3673.71,30680.00,27006.30,20
Garlic,Garlic,Mirzapur,Durg,5000.00,34000.00,570.20,1995.70,29000.00,27004.30,21
Garlic,Garlic,Betul,Durg,5500.00,34000.00,448.91,1571.19,28500.00,26928.82,22
Garlic,Garlic,Banda,Durg,5000.00,34000.00,607.38,2125.83,29000.00,26874.17,23
Garlic,Garlic,Mandya,Durg,2500.00,34000.00,1339.36,4687.76,31500.00,26812.24,24
Garlic,Garlic,Amethi,Durg,4780.00,34000.00,692.58,2424.03,29220.00,26795.97,25
Garlic,Garlic,Surajpur,Durg,6000.00,34000.00,345.53,1209.36,28000.00,26790.65,26
Garlic,Garlic,Supaul,Durg,4000.00,34000.00,961.33,3364.66,30000.00,26635.35,27
Garlic,Garlic,Bellary,Durg,3800.00,34000.00,1020.84,3572.94,30200.00,26627.06,28
Garlic,Garlic,Ayodhya,Durg,4750.00,34000.00,785.51,2749.29,29250.00,26500.72,29
Garlic,Garlic,Jhansi,Durg,5240.00,34000.00,685.13,2397.96,28760.00,26362.05,30
Garlic,Garlic,Indore,Durg,5100.00,34000.00,729.86,2554.51,28900.00,26345.49,31
Garlic,Garlic,Hardoi,Durg,4600.00,34000.00,872.81,3054.84,29400.00,26345.17,32
Garlic,Garlic,Hoshangabad,Durg,6000.00,34000.00,506.90,1774.15,28000.00,26225.85,33
Garlic,Garlic,Kalahandi,Durg,6750.00,34000.00,300.48,1051.68,27250.00,26198.32,34
Garlic,Garlic,Morena,Durg,5000.00,34000.00,846.43,2962.51,29000.00,26037.50,35
Garlic,Garlic,Gurgaon,Durg,4000.00,34000.00,1142.98,4000.43,30000.00,25999.57,36
Garlic,Garlic,Raigarh,Durg,7000.00,34000.00,288.39,1009.37,27000.00,25990.64,37
Garlic,Garlic,Shajapur,Durg,5510.00,34000.00,714.24,2499.84,28490.00,25990.16,38
Garlic,Garlic,Sonbhadra,Durg,6267.50,34000.00,501.71,1755.99,27732.50,25976.52,39
Garlic,Garlic,Vijayanagara,Durg,4200.00,34000.00,1112.50,3893.75,29800.00,25906.25,40
Garlic,Garlic,Khandwa,Durg,6000.00,34000.00,619.55,2168.43,28000.00,25831.58,41
Garlic,Garlic,Seoni,Durg,7402.50,34000.00,256.58,898.03,26597.50,25699.47,42
Garlic,Garlic,"Bhadohi(Sant Ravi Nagar)",Durg,6220.00,34000.00,604.86,2117.01,27780.00,25662.99,43
Garlic,Garlic,Prayagraj,Durg,6260.00,34000.00,593.65,2077.78,27740.00,25662.23,44
Garlic,Garlic,Bharatpur,Durg,5000.00,34000.00,964.75,3376.63,29000.00,25623.38,45
Garlic,Garlic,Varanasi,Durg,6235.00,34000.00,614.15,2149.53,27765.00,25615.48,46
Garlic,Garlic,Ghazipur,Durg,6050.00,34000.00,675.76,2365.16,27950.00,25584.84,47
Garlic,Garlic,Mahoba,Durg,6380.00,34000.00,596.69,2088.42,27620.00,25531.59,48
Garlic,Garlic,"Garhwal (Pauri)",Durg,4000.00,34000.00,1292.70,4524.45,30000.00,25475.55,49
Garlic,Garlic,"Jalaun (Orai)",Durg,6000.00,34000.00,730.51,2556.79,28000.00,25443.22,50
Garlic,Garlic-Organic,Sagar,Bhopal,3000.00,9300.00,187.66,656.81,6300.00,5643.19,1
Garlic,Garlic-Organic,Damoh,Bhopal,2900.00,9300.00,270.93,948.26,6400.00,5451.75,2
Garlic,Garlic-Organic,Rajgarh,Bhopal,4250.00,9300.00,135.51,474.29,5050.00,4575.72,3
Garlic,Garlic-Organic,Sagar,Ujjain,3000.00,8605.00,387.01,1354.54,5605.00,4250.47,4
Garlic,Garlic-Organic,Sagar,Sehore,3000.00,7990.00,229.50,803.25,4990.00,4186.75,5
Garlic,Garlic-Organic,Damoh,Ujjain,2900.00,8605.00,474.16,1659.56,5705.00,4045.44,6
Garlic,Garlic-Organic,Damoh,Sehore,2900.00,7990.00,313.65,1097.78,5090.00,3992.23,7
Garlic,Garlic-Organic,Rajgarh,Ujjain,4250.00,8605.00,166.26,581.91,4355.00,3773.09,8
Garlic,Garlic-Organic,Shivpuri,Bhopal,4620.00,9300.00,301.89,1056.62,4680.00,3623.39,9
Garlic,Garlic-Organic,Rajgarh,Sehore,4250.00,7990.00,121.09,423.82,3740.00,3316.19,10
Garlic,Garlic-Organic,Shajapur,Bhopal,5664.50,9300.00,145.91,510.69,3635.50,3124.82,11
Garlic,Garlic-Organic,Sagar,Hoshangabad,3000.00,6740.00,198.94,696.29,3740.00,3043.71,12
Garlic,Garlic-Organic,Damoh,Hoshangabad,2900.00,6740.00,265.73,930.06,3840.00,2909.95,13
Garlic,Garlic-Organic,Sagar,Dhar,3000.00,7525.00,471.98,1651.93,4525.00,2873.07,14
Garlic,Garlic-Organic,Sagar,Ratlam,3000.00,7500.50,476.60,1668.10,4500.50,2832.40,15
Garlic,Garlic-Organic,Shajapur,Ujjain,5664.50,8605.00,70.89,248.12,2940.50,2692.39,16
Garlic,Garlic-Organic,Damoh,Dhar,2900.00,7525.00,556.16,1946.56,4625.00,2678.44,17
Garlic,Garlic-Organic,Damoh,Ratlam,2900.00,7500.50,564.93,1977.26,4600.50,2623.25,18
Garlic,Garlic-Organic,Shivpuri,Ujjain,4620.00,8605.00,391.20,1369.20,3985.00,2615.80,19
Garlic,Garlic-Organic,Indore,Bhopal,6000.00,9300.00,210.86,738.01,3300.00,2561.99,20
Garlic,Garlic-Organic,Rajgarh,Ratlam,4250.00,7500.50,234.99,822.47,3250.50,2428.04,21
Garlic,Garlic-Organic,Indore,Ujjain,6000.00,8605.00,64.75,226.63,2605.00,2378.38,22
Garlic,Garlic-Organic,Sagar,Mandsaur,3000.00,7000.00,467.25,1635.38,4000.00,2364.63,23
Garlic,Garlic-Organic,Rajgarh,Dhar,4250.00,7525.00,267.83,937.41,3275.00,2337.60,24
Garlic,Garlic-Organic,Neemuch,Bhopal,5750.00,9300.00,364.53,1275.86,3550.00,2274.15,25
Garlic,Garlic-Organic,Hoshangabad,Bhopal,6740.00,9300.00,81.86,286.51,2560.00,2273.49,26
Garlic,Garlic-Organic,Shivpuri,Sehore,4620.00,7990.00,317.19,1110.17,3370.00,2259.84,27
Garlic,Garlic-Organic,Damoh,Mandsaur,2900.00,7000.00,555.99,1945.97,4100.00,2154.04,28
Garlic,Garlic-Organic,Neemuch,Ujjain,5750.00,8605.00,213.63,747.71,2855.00,2107.30,29
Garlic,Garlic-Organic,Rajgarh,Mandsaur,4250.00,7000.00,210.88,738.08,2750.00,2011.92,30
Garlic,Garlic-Organic,Shajapur,Sehore,5664.50,7990.00,106.60,373.10,2325.50,1952.40,31
Garlic,Garlic-Organic,Rajgarh,Hoshangabad,4250.00,6740.00,216.68,758.38,2490.00,1731.62,32
Garlic,Garlic-Organic,Sagar,Indore,3000.00,6000.00,398.11,1393.39,3000.00,1606.62,33
Garlic,Garlic-Organic,Sagar,Shajapur,3000.00,5664.50,318.64,1115.24,2664.50,1549.26,34
Garlic,Garlic-Organic,Damoh,Indore,2900.00,6000.00,481.64,1685.74,3100.00,1414.26,35
Garlic,Garlic-Organic,Indore,Sehore,6000.00,7990.00,168.61,590.14,1990.00,1399.87,36
Garlic,Garlic-Organic,Damoh,Shajapur,2900.00,5664.50,406.60,1423.10,2764.50,1341.40,37
Garlic,Garlic-Organic,Shivpuri,Ratlam,4620.00,7500.50,440.90,1543.15,2880.50,1337.35,38
Garlic,Garlic-Organic,Shajapur,Ratlam,5664.50,7500.50,158.70,555.45,1836.00,1280.55,39
Garlic,Garlic-Organic,Shajapur,Dhar,5664.50,7525.00,169.44,593.04,1860.50,1267.46,40
Garlic,Garlic-Organic,Indore,Dhar,6000.00,7525.00,74.99,262.47,1525.00,1262.54,41
Garlic,Garlic-Organic,Neemuch,Ratlam,5750.00,7500.50,158.73,555.56,1750.50,1194.95,42
Garlic,Garlic-Organic,Mandsaur,Bhopal,7000.00,9300.00,318.45,1114.58,2300.00,1185.43,43
Garlic,Garlic-Organic,Shivpuri,Dhar,4620.00,7525.00,493.35,1726.73,2905.00,1178.28,44
Garlic,Garlic-Organic,Sehore,Bhopal,7990.00,9300.00,42.96,150.36,1310.00,1159.64,45
Garlic,Garlic-Organic,Neemuch,Sehore,5750.00,7990.00,332.16,1162.56,2240.00,1077.44,46
Garlic,Garlic-Organic,Mandsaur,Ujjain,7000.00,8605.00,153.98,538.93,1605.00,1066.07,47
Garlic,Garlic-Organic,Rajgarh,Shajapur,4250.00,5664.50,100.03,350.11,1414.50,1064.40,48
Garlic,Garlic-Organic,Shivpuri,Mandsaur,4620.00,7000.00,376.95,1319.33,2380.00,1060.68,49
Garlic,Garlic-Organic,Neemuch,Mandsaur,5750.00,7000.00,60.39,211.37,1250.00,1038.64,50
Garlic,"New Gola",Mandsaur,Rajgarh,3002.00,14600.00,210.88,738.08,11598.00,10859.92,1
Garlic,"New Gola",Dhar,Rajgarh,3000.00,14600.00,267.83,937.41,11600.00,10662.60,2
Garlic,"New Gola",Neemuch,Rajgarh,3790.00,14600.00,245.13,857.96,10810.00,9952.05,3
Garlic,"New Gola",Indore,Rajgarh,4500.00,14600.00,210.21,735.74,10100.00,9364.27,4
Garlic,"New Gola",Ratlam,Rajgarh,5845.00,14600.00,234.99,822.47,8755.00,7932.54,5
Garlic,"New Gola",Hardoi,Rajgarh,4950.00,14600.00,633.99,2218.97,9650.00,7431.04,6
Garlic,"New Gola",Saharanpur,Rajgarh,5000.00,14600.00,834.60,2921.10,9600.00,6678.90,7
Garlic,"New Gola",Shajapur,Rajgarh,7962.50,14600.00,100.03,350.11,6637.50,6287.40,8
Garlic,"New Gola",Amritsar,Rajgarh,5250.00,14600.00,1083.21,3791.24,9350.00,5558.77,9
Garlic,"New Gola",Ujjain,Rajgarh,8650.00,14600.00,166.26,581.91,5950.00,5368.09,10
Garlic,"New Gola",Dhar,Ujjain,3000.00,8650.00,102.15,357.53,5650.00,5292.48,11
Garlic,"New Gola",Mandsaur,Ujjain,3002.00,8650.00,153.98,538.93,5648.00,5109.07,12
Garlic,"New Gola",Dhar,Shajapur,3000.00,7962.50,169.44,593.04,4962.50,4369.46,13
Garlic,"New Gola",Mandsaur,Shajapur,3002.00,7962.50,178.50,624.75,4960.50,4335.75,14
Garlic,"New Gola",Neemuch,Ujjain,3790.00,8650.00,213.63,747.71,4860.00,4112.30,15
Garlic,"New Gola",Indore,Ujjain,4500.00,8650.00,64.75,226.63,4150.00,3923.38,16
Garlic,"New Gola",Neemuch,Shajapur,3790.00,7962.50,231.16,809.06,4172.50,3363.44,17
Garlic,"New Gola",Indore,Shajapur,4500.00,7962.50,110.53,386.86,3462.50,3075.65,18
Garlic,"New Gola",Mandsaur,Ratlam,3002.00,5845.00,102.93,360.26,2843.00,2482.75,19
Garlic,"New Gola",Dhar,Ratlam,3000.00,5845.00,106.79,373.77,2845.00,2471.24,20
Garlic,"New Gola",Ratlam,Ujjain,5845.00,8650.00,98.03,343.11,2805.00,2461.90,21
Garlic,"New Gola",Ratlam,Shajapur,5845.00,7962.50,158.70,555.45,2117.50,1562.05,22
Garlic,"New Gola",Neemuch,Ratlam,3790.00,5845.00,158.73,555.56,2055.00,1499.45,23
Garlic,"New Gola",Dhar,Indore,3000.00,4500.00,74.99,262.47,1500.00,1237.54,24
Garlic,"New Gola",Hardoi,Ujjain,4950.00,8650.00,799.80,2799.30,3700.00,900.70,25
Garlic,"New Gola",Indore,Ratlam,4500.00,5845.00,135.88,475.58,1345.00,869.42,26
Garlic,"New Gola",Mandsaur,Indore,3002.00,4500.00,213.60,747.60,1498.00,750.40,27
Garlic,"New Gola",Mandsaur,Neemuch,3002.00,3790.00,60.39,211.37,788.00,576.64,28
Garlic,"New Gola",Hardoi,Shajapur,4950.00,7962.50,733.46,2567.11,3012.50,445.39,29
Garlic,"New Gola",Shajapur,Ujjain,7962.50,8650.00,70.89,248.12,687.50,439.39,30
Garlic,"New Gola",Saharanpur,Ujjain,5000.00,8650.00,968.75,3390.63,3650.00,259.38,31
Garlic,"New Laddu",Shajapur,Ratlam,1800.00,6500.00,158.70,555.45,4700.00,4144.55,1
Garlic,"New Laddu",Ujjain,Ratlam,2500.00,6500.00,98.03,343.11,4000.00,3656.90,2
Garlic,"New Laddu",Neemuch,Ratlam,2700.00,6500.00,158.73,555.56,3800.00,3244.45,3
Garlic,"New Laddu",Mandsaur,Ratlam,3400.00,6500.00,102.93,360.26,3100.00,2739.75,4
Garlic,"New Laddu",Indore,Ratlam,4100.00,6500.00,135.88,475.58,2400.00,1924.42,5
Garlic,"New Laddu",Shajapur,Indore,1800.00,4100.00,110.53,386.86,2300.00,1913.15,6
Garlic,"New Laddu",Ujjain,Indore,2500.00,4100.00,64.75,226.63,1600.00,1373.38,7
Garlic,"New Laddu",Shajapur,Mandsaur,1800.00,3400.00,178.50,624.75,1600.00,975.25,8
Garlic,"New Laddu",Neemuch,Mandsaur,2700.00,3400.00,60.39,211.37,700.00,488.64,9
